,name,url,cessato,gruppo,url_gruppo,sub_gruppo,sub_gruppo_url
346,losacco alberto,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=302891&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
347,loss martina,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=308140&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
348,lotti luca,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=306128&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
349,lovecchio giorgio,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307356&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
350,lucaselli ylenja,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307340&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FRATELLI D'ITALIA,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3052,,
351,lucchini elena,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307656&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
352,lucentini mauro,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=308441&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
353,lupi maurizio,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=300447&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MISTO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3033,NOI CON L'ITALIA-USEI-RINASCIMENTO ADC,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppoMisto&idlegislatura=18&shadow_gruppi_parlamentari=3033&shadow_gruppi_misti=3474&tipoVis=2#misto3474
354,maccanti elena,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=302980&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
355,macina anna,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307369&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
356,madia maria anna,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=302789&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
357,maggioni marco,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=304601&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
358,magi riccardo,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307436&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MISTO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3033,AZIONE-+EUROPA-RADICALI ITALIANI,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppoMisto&idlegislatura=18&shadow_gruppi_parlamentari=3033&shadow_gruppi_misti=3412&tipoVis=2#misto3412
359,maglione pasquale,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307549&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
360,mammi' stefania,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307672&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
361,manca alberto,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307225&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
362,manca gavino,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307229&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
363,mancini claudio,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307481&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
364,mandelli andrea,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=306430&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FORZA ITALIA - BERLUSCONI PRESIDENTE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3053,,
365,maniero alvise,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307706&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MISTO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3033,L'ALTERNATIVA C'E,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppoMisto&idlegislatura=18&shadow_gruppi_parlamentari=3033&shadow_gruppi_misti=3491&tipoVis=2#misto3491
366,mantovani lucrezia maria benedetta,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=308101&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FRATELLI D'ITALIA,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3052,,
367,manzato franco,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307700&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
368,manzo teresa,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307212&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
369,maraia generoso,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307515&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
370,marattin luigi,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307328&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,ITALIA VIVA,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3251,,
371,marchetti riccardo augusto,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307453&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
372,mariani felice,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307428&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
373,marin marco,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=306432&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FORZA ITALIA - BERLUSCONI PRESIDENTE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3053,,
374,marino bernardo,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307110&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
375,marrocco patrizia,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307466&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FORZA ITALIA - BERLUSCONI PRESIDENTE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3053,,
376,martina maurizio,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=306551&tipoAttivita=&tipoVisAtt=&tipoPersona=,2021-01-20 00:00:00,,,,
377,martinciglio vita,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307120&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
378,martino antonio,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307230&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FORZA ITALIA - BERLUSCONI PRESIDENTE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3053,,
379,marzana maria,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=306080&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
380,maschio ciro,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307575&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FRATELLI D'ITALIA,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3052,,
381,masi angela,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307354&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
382,maturi filippo,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307470&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
383,mauri matteo,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=306176&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
384,mazzetti erica,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307248&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FORZA ITALIA - BERLUSCONI PRESIDENTE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3053,,
385,melicchio alessandro,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307724&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
386,melilli fabio,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=305725&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
387,meloni giorgia,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=302103&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FRATELLI D'ITALIA,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3052,,
388,menga rosa,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307372&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MISTO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3033,non iscritto ad alcuna componente politica,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppoMisto&idlegislatura=18&shadow_gruppi_parlamentari=3033&shadow_gruppi_misti=999&tipoVis=2#misto999
389,miceli carmelo,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307384&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
390,micheli matteo,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=308492&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
391,micillo salvatore,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=305894&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
392,migliore gennaro,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=302164&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,ITALIA VIVA,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3251,,
393,migliorino luca,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307272&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
394,milanato lorena,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=300296&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FORZA ITALIA - BERLUSCONI PRESIDENTE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3053,,
395,minardo antonino,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=302913&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
396,minniti marco,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=300146&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
397,misiti carmelo massimo,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307562&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,MOVIMENTO 5 STELLE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3051,,
398,molinari riccardo,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307507&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
399,mollicone federico,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307424&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FRATELLI D'ITALIA,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3052,,
400,molteni nicola,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=302762&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
401,montaruli augusta,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307464&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FRATELLI D'ITALIA,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3052,,
402,mor mattia,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307647&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,ITALIA VIVA,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3251,,
403,morani alessia,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=305780&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
404,morassut roberto,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=302794&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
405,morelli alessandro,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307668&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
406,moretto sara,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=305660&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,ITALIA VIVA,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3251,,
407,morgoni mario,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=306445&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,PARTITO DEMOCRATICO,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3054,,
408,morrone jacopo,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307300&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
409,moschioni daniele,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307137&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,LEGA - SALVINI PREMIER,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3055,,
410,mugnai stefano,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307260&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FORZA ITALIA - BERLUSCONI PRESIDENTE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3053,,
411,mule' giorgio,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=deputati&tipoDoc=schedaDeputato&idlegislatura=18&idPersona=307130&tipoAttivita=&tipoVisAtt=&tipoPersona=,False,FORZA ITALIA - BERLUSCONI PRESIDENTE,https://documenti.camera.it/apps/commonServices/getDocumento.ashx?sezione=Deputati&tipoDoc=gruppo&idlegislatura=18&shadow_gruppi_parlamentari=3053,,
